dataset_id,subject_id,language,age_months,KL
Sarnecka_Negen_2019,364,English,48,NA
Sarnecka_Negen_2019,364,English,49,NA
Sarnecka_Negen_2019,364,English,50,NA
Sarnecka_Negen_2019,364,English,51,NA
Sarnecka_Negen_2019,366,English,53,NA
Sarnecka_Negen_2019,366,English,54,NA
Sarnecka_Negen_2019,366,English,55,NA
Sarnecka_Negen_2019,366,English,56,NA
Sarnecka_Negen_2019,366,English,57,NA
Sarnecka_Negen_2019,374,English,51,NA
Sarnecka_Negen_2019,374,English,52,NA
Sarnecka_Negen_2019,374,English,53,NA
Sarnecka_Negen_2019,374,English,54,NA
Sarnecka_Negen_2019,383,English,41,NA
Sarnecka_Negen_2019,383,English,43,NA
Sarnecka_Negen_2019,383,English,44,NA
Sarnecka_Negen_2019,386,English,54,NA
Sarnecka_Negen_2019,386,English,55,NA
Sarnecka_Negen_2019,386,English,56,NA
Sarnecka_Negen_2019,386,English,57,NA
Sarnecka_Negen_2019,386,English,58,NA
Sarnecka_Negen_2019,386,English,59,NA
Sarnecka_Negen_2019,390,English,56,NA
Sarnecka_Negen_2019,390,English,57,NA
Sarnecka_Negen_2019,390,English,58,NA
Sarnecka_Negen_2019,390,English,60,NA
Sarnecka_Negen_2019,401,English,48,NA
Sarnecka_Negen_2019,401,English,49,NA
Sarnecka_Negen_2019,401,English,50,NA
Sarnecka_Negen_2019,401,English,51,NA
Sarnecka_Negen_2019,401,English,52,NA
Sarnecka_Negen_2019,401,English,53,NA
Sarnecka_Negen_2019,433,English,44,NA
Sarnecka_Negen_2019,433,English,45,NA
Sarnecka_Negen_2019,433,English,46,NA
Sarnecka_Negen_2019,433,English,47,NA
Sarnecka_Negen_2019,433,English,48,NA
Sarnecka_Negen_2019,440,English,26,NA
Sarnecka_Negen_2019,440,English,27,NA
Sarnecka_Negen_2019,440,English,28,NA
Sarnecka_Negen_2019,441,English,33,NA
Sarnecka_Negen_2019,444,English,48,NA
Sarnecka_Negen_2019,444,English,49,NA
Sarnecka_Negen_2019,444,English,50,NA
Sarnecka_Negen_2019,444,English,51,NA
Sarnecka_Negen_2019,444,English,52,NA
Sarnecka_Negen_2019,444,English,53,NA
Sarnecka_Negen_2019,447,English,43,NA
Sarnecka_Negen_2019,447,English,44,NA
Sarnecka_Negen_2019,447,English,45,NA
Sarnecka_Negen_2019,447,English,46,NA
Sarnecka_Negen_2019,447,English,47,NA
Sarnecka_Negen_2019,466,English,51,NA
Sarnecka_Negen_2019,466,English,52,NA
Sarnecka_Negen_2019,466,English,53,NA
Sarnecka_Negen_2019,466,English,54,NA
Sarnecka_Negen_2019,466,English,55,NA
Sarnecka_Negen_2019,471,English,46,NA
Sarnecka_Negen_2019,471,English,47,NA
Sarnecka_Negen_2019,471,English,48,NA
Sarnecka_Negen_2019,471,English,49,NA
Sarnecka_Negen_2019,471,English,50,NA
Sarnecka_Negen_2019,471,English,51,NA
Sarnecka_Negen_2019,482,English,38,NA
Sarnecka_Negen_2019,482,English,51,NA
Sarnecka_Negen_2019,482,English,52,NA
Sarnecka_Negen_2019,482,English,53,NA
Sarnecka_Negen_2019,482,English,54,NA
Sarnecka_Negen_2019,482,English,55,NA
Sarnecka_Negen_2019,483,English,49,NA
Sarnecka_Negen_2019,483,English,50,NA
Sarnecka_Negen_2019,483,English,51,NA
Sarnecka_Negen_2019,483,English,52,NA
Sarnecka_Negen_2019,483,English,53,NA
Sarnecka_Negen_2019,483,English,54,NA
Sarnecka_Negen_2019,484,English,47,NA
Sarnecka_Negen_2019,484,English,48,NA
Sarnecka_Negen_2019,484,English,49,NA
Sarnecka_Negen_2019,484,English,50,NA
Sarnecka_Negen_2019,484,English,51,NA
Sarnecka_Negen_2019,495,English,55,NA
Sarnecka_Negen_2019,499,English,57,NA
Sarnecka_Negen_2019,499,English,58,NA
Sarnecka_Negen_2019,500,English,54,NA
Sarnecka_Negen_2019,500,English,55,NA
Sarnecka_Negen_2019,500,English,56,NA
Sarnecka_Negen_2019,500,English,57,NA
Sarnecka_Negen_2019,500,English,58,NA
Sarnecka_Negen_2019,503,English,48,NA
Sarnecka_Negen_2019,503,English,49,NA
Sarnecka_Negen_2019,503,English,50,NA
Sarnecka_Negen_2019,503,English,51,NA
Sarnecka_Negen_2019,503,English,52,NA
Sarnecka_Negen_2019,503,English,53,NA
Sarnecka_Negen_2019,516,English,45,NA
Sarnecka_Negen_2019,516,English,46,NA
Sarnecka_Negen_2019,516,English,47,NA
Sarnecka_Negen_2019,516,English,48,NA
Sarnecka_Negen_2019,516,English,49,NA
Sarnecka_Negen_2019,520,English,60,NA
Sarnecka_Negen_2019,520,English,61,NA
Sarnecka_Negen_2019,520,English,62,NA
Sarnecka_Negen_2019,520,English,63,NA
Sarnecka_Negen_2019,529,English,30,NA
Sarnecka_Negen_2019,530,English,42,NA
Sarnecka_Negen_2019,531,English,47,NA
Sarnecka_Negen_2019,531,English,48,NA
Sarnecka_Negen_2019,531,English,50,NA
Sarnecka_Negen_2019,531,English,51,NA
Sarnecka_Negen_2019,532,English,55,NA
Sarnecka_Negen_2019,532,English,56,NA
Sarnecka_Negen_2019,532,English,57,NA
Sarnecka_Negen_2019,532,English,58,NA
Sarnecka_Negen_2019,532,English,59,NA
Sarnecka_Negen_2019,534,English,37,NA
Sarnecka_Negen_2019,534,English,38,NA
Sarnecka_Negen_2019,534,English,39,NA
Sarnecka_Negen_2019,534,English,40,NA
Sarnecka_Negen_2019,534,English,41,NA
Sarnecka_Negen_2019,534,English,42,NA
Sarnecka_Negen_2019,535,English,37,NA
Sarnecka_Negen_2019,535,English,38,NA
Sarnecka_Negen_2019,535,English,39,NA
Sarnecka_Negen_2019,535,English,40,NA
Sarnecka_Negen_2019,535,English,41,NA
Sarnecka_Negen_2019,535,English,42,NA
Sarnecka_Negen_2019,537,English,51,NA
Sarnecka_Negen_2019,540,English,42,NA
Sarnecka_Negen_2019,540,English,43,NA
Sarnecka_Negen_2019,540,English,44,NA
Sarnecka_Negen_2019,540,English,45,NA
Sarnecka_Negen_2019,540,English,46,NA
Sarnecka_Negen_2019,541,English,45,NA
Sarnecka_Negen_2019,541,English,46,NA
Sarnecka_Negen_2019,541,English,47,NA
Sarnecka_Negen_2019,541,English,48,NA
Sarnecka_Negen_2019,541,English,49,NA
Sarnecka_Negen_2019,541,English,50,NA
Sarnecka_Negen_2019,543,English,40,NA
Sarnecka_Negen_2019,543,English,41,NA
Sarnecka_Negen_2019,543,English,42,NA
Sarnecka_Negen_2019,544,English,46,NA
Sarnecka_Negen_2019,544,English,47,NA
Sarnecka_Negen_2019,544,English,48,NA
Sarnecka_Negen_2019,544,English,49,NA
Sarnecka_Negen_2019,544,English,50,NA
Sarnecka_Negen_2019,544,English,51,NA
Sarnecka_Negen_2019,545,English,52,NA
Sarnecka_Negen_2019,545,English,53,NA
Sarnecka_Negen_2019,545,English,54,NA
Sarnecka_Negen_2019,545,English,55,NA
Sarnecka_Negen_2019,545,English,56,NA
Sarnecka_Negen_2019,545,English,57,NA
Sarnecka_Negen_2019,546,English,46,NA
Sarnecka_Negen_2019,546,English,47,NA
Sarnecka_Negen_2019,546,English,48,NA
Sarnecka_Negen_2019,546,English,49,NA
Sarnecka_Negen_2019,546,English,50,NA
Sarnecka_Negen_2019,546,English,51,NA
Sarnecka_Negen_2019,554,English,46,NA
Sarnecka_Negen_2019,554,English,47,NA
Sarnecka_Negen_2019,554,English,48,NA
Sarnecka_Negen_2019,555,English,45,NA
Sarnecka_Negen_2019,555,English,46,NA
Sarnecka_Negen_2019,556,English,47,NA
Sarnecka_Negen_2019,556,English,48,NA
Sarnecka_Negen_2019,556,English,49,NA
Sarnecka_Negen_2019,556,English,50,NA
Sarnecka_Negen_2019,556,English,51,NA
Sarnecka_Negen_2019,558,English,49,NA
Sarnecka_Negen_2019,558,English,50,NA
Sarnecka_Negen_2019,558,English,51,NA
Sarnecka_Negen_2019,558,English,52,NA
Sarnecka_Negen_2019,558,English,53,NA
Sarnecka_Negen_2019,560,English,51,NA
Sarnecka_Negen_2019,560,English,52,NA
Sarnecka_Negen_2019,560,English,53,NA
Sarnecka_Negen_2019,560,English,54,NA
Sarnecka_Negen_2019,560,English,55,NA
Sarnecka_Negen_2019,560,English,56,NA
Sarnecka_Negen_2019,567,English,39,NA
Sarnecka_Negen_2019,567,English,40,NA
Sarnecka_Negen_2019,567,English,41,NA
Sarnecka_Negen_2019,567,English,42,NA
Sarnecka_Negen_2019,567,English,43,NA
Sarnecka_Negen_2019,567,English,44,NA
Sarnecka_Negen_2019,568,English,40,NA
Sarnecka_Negen_2019,568,English,41,NA
Sarnecka_Negen_2019,568,English,42,NA
Sarnecka_Negen_2019,568,English,43,NA
Sarnecka_Negen_2019,569,English,38,NA
Sarnecka_Negen_2019,569,English,39,NA
Sarnecka_Negen_2019,569,English,40,NA
Sarnecka_Negen_2019,569,English,41,NA
Sarnecka_Negen_2019,569,English,42,NA
Sarnecka_Negen_2019,577,English,43,NA
Sarnecka_Negen_2019,577,English,44,NA
Sarnecka_Negen_2019,577,English,45,NA
Sarnecka_Negen_2019,577,English,46,NA
Sarnecka_Negen_2019,577,English,47,NA
Sarnecka_Negen_2019,578,English,50,NA
Sarnecka_Negen_2019,578,English,51,NA
Sarnecka_Negen_2019,578,English,52,NA
Sarnecka_Negen_2019,578,English,53,NA
Sarnecka_Negen_2019,578,English,54,NA
Sarnecka_Negen_2019,580,English,46,NA
Sarnecka_Negen_2019,580,English,48,NA
Sarnecka_Negen_2019,580,English,49,NA
Sarnecka_Negen_2019,581,English,35,NA
Sarnecka_Negen_2019,581,English,36,NA
Sarnecka_Negen_2019,583,English,45,NA
Sarnecka_Negen_2019,586,English,57,NA
Sarnecka_Negen_2019,586,English,58,NA
Sarnecka_Negen_2019,586,English,59,NA
Sarnecka_Negen_2019,586,English,60,NA
Sarnecka_Negen_2019,586,English,61,NA
Sarnecka_Negen_2019,587,English,29,NA
Sarnecka_Negen_2019,587,English,42,NA
Sarnecka_Negen_2019,587,English,43,NA
Sarnecka_Negen_2019,587,English,45,NA
Sarnecka_Negen_2019,587,English,44,NA
Sarnecka_Negen_2019,587,English,46,NA
Sarnecka_Negen_2019,596,English,58,NA
Sarnecka_Negen_2019,596,English,59,NA
Sarnecka_Negen_2019,596,English,60,NA
Sarnecka_Negen_2019,596,English,61,NA
Sarnecka_Negen_2019,596,English,62,NA
Sarnecka_Negen_2019,601,English,40,NA
Sarnecka_Negen_2019,601,English,41,NA
Sarnecka_Negen_2019,601,English,42,NA
Sarnecka_Negen_2019,601,English,43,NA
Sarnecka_Negen_2019,601,English,44,NA
Sarnecka_Negen_2019,601,English,45,NA
Sarnecka_Negen_2019,602,English,49,NA
Sarnecka_Negen_2019,602,English,50,NA
Sarnecka_Negen_2019,602,English,52,NA
Sarnecka_Negen_2019,602,English,53,NA
Sarnecka_Negen_2019,603,English,42,NA
Sarnecka_Negen_2019,603,English,43,NA
Sarnecka_Negen_2019,603,English,44,NA
Sarnecka_Negen_2019,603,English,45,NA
Sarnecka_Negen_2019,603,English,46,NA
Sarnecka_Negen_2019,604,English,51,NA
Sarnecka_Negen_2019,604,English,52,NA
Sarnecka_Negen_2019,604,English,53,NA
Sarnecka_Negen_2019,604,English,54,NA
Sarnecka_Negen_2019,604,English,55,NA
Sarnecka_Negen_2019,608,English,31,NA
Sarnecka_Negen_2019,608,English,32,NA
Sarnecka_Negen_2019,608,English,33,NA
Sarnecka_Negen_2019,608,English,34,NA
Sarnecka_Negen_2019,608,English,35,NA
Sarnecka_Negen_2019,610,English,40,NA
Sarnecka_Negen_2019,610,English,41,NA
Sarnecka_Negen_2019,610,English,42,NA
Sarnecka_Negen_2019,610,English,43,NA
Sarnecka_Negen_2019,610,English,44,NA
Sarnecka_Negen_2019,610,English,45,NA
Sarnecka_Negen_2019,611,English,46,NA
Sarnecka_Negen_2019,611,English,47,NA
Sarnecka_Negen_2019,611,English,48,NA
Sarnecka_Negen_2019,611,English,49,NA
Sarnecka_Negen_2019,611,English,50,NA
Sarnecka_Negen_2019,611,English,51,NA
Sarnecka_Negen_2019,612,English,41,NA
Sarnecka_Negen_2019,612,English,42,NA
Sarnecka_Negen_2019,612,English,43,NA
Sarnecka_Negen_2019,612,English,44,NA
Sarnecka_Negen_2019,612,English,45,NA
Sarnecka_Negen_2019,612,English,46,NA
Sarnecka_Negen_2019,614,English,38,NA
Sarnecka_Negen_2019,614,English,39,NA
Sarnecka_Negen_2019,614,English,40,NA
Sarnecka_Negen_2019,616,English,41,NA
Sarnecka_Negen_2019,616,English,42,NA
Sarnecka_Negen_2019,616,English,43,NA
Sarnecka_Negen_2019,616,English,45,NA
Sarnecka_Negen_2019,621,English,46,NA
Sarnecka_Negen_2019,621,English,48,NA
Sarnecka_Negen_2019,623,English,33,NA
Sarnecka_Negen_2019,623,English,35,NA
Sarnecka_Negen_2019,623,English,36,NA
Sarnecka_Negen_2019,623,English,37,NA
Sarnecka_Negen_2019,624,English,29,NA
Sarnecka_Negen_2019,624,English,30,NA
Sarnecka_Negen_2019,624,English,31,NA
Sarnecka_Negen_2019,624,English,32,NA
Sarnecka_Negen_2019,624,English,33,NA
Sarnecka_Negen_2019,625,English,35,NA
Sarnecka_Negen_2019,625,English,36,NA
Sarnecka_Negen_2019,625,English,37,NA
Sarnecka_Negen_2019,625,English,38,NA
Sarnecka_Negen_2019,625,English,39,NA
Sarnecka_Negen_2019,630,English,45,NA
Sarnecka_Negen_2019,630,English,46,NA
Sarnecka_Negen_2019,630,English,47,NA
Sarnecka_Negen_2019,630,English,48,NA
Sarnecka_Negen_2019,630,English,49,NA
Sarnecka_Negen_2019,632,English,32,NA
Sarnecka_Negen_2019,632,English,33,NA
Sarnecka_Negen_2019,632,English,34,NA
Sarnecka_Negen_2019,632,English,35,NA
Sarnecka_Negen_2019,632,English,36,NA
Sarnecka_Negen_2019,637,English,42,NA
Sarnecka_Negen_2019,637,English,43,NA
Sarnecka_Negen_2019,637,English,44,NA
Sarnecka_Negen_2019,637,English,45,NA
Sarnecka_Negen_2019,637,English,46,NA
Sarnecka_Negen_2019,637,English,47,NA
Sarnecka_Negen_2019,648,English,52,NA
Sarnecka_Negen_2019,648,English,53,NA
Sarnecka_Negen_2019,648,English,54,NA
Sarnecka_Negen_2019,648,English,55,NA
Sarnecka_Negen_2019,648,English,56,NA
Sarnecka_Negen_2019,653,English,50,NA
Sarnecka_Negen_2019,653,English,51,NA
Sarnecka_Negen_2019,653,English,52,NA
Sarnecka_Negen_2019,653,English,53,NA
Sarnecka_Negen_2019,653,English,54,NA
Sarnecka_Negen_2019,654,English,45,NA
Sarnecka_Negen_2019,654,English,46,NA
Sarnecka_Negen_2019,654,English,48,NA
Sarnecka_Negen_2019,654,English,49,NA
Sarnecka_Negen_2019,657,English,44,NA
Sarnecka_Negen_2019,657,English,45,NA
Sarnecka_Negen_2019,657,English,46,NA
Sarnecka_Negen_2019,657,English,48,NA
Sarnecka_Negen_2019,657,English,49,NA
Sarnecka_Negen_2019,658,English,45,NA
Sarnecka_Negen_2019,658,English,46,NA
Sarnecka_Negen_2019,658,English,47,NA
Sarnecka_Negen_2019,658,English,48,NA
Sarnecka_Negen_2019,658,English,49,NA
Sarnecka_Negen_2019,660,English,33,NA
Sarnecka_Negen_2019,660,English,34,NA
Sarnecka_Negen_2019,660,English,35,NA
Sarnecka_Negen_2019,660,English,36,NA
Sarnecka_Negen_2019,660,English,37,NA
Sarnecka_Negen_2019,674,English,45,NA
Sarnecka_Negen_2019,674,English,46,NA
Sarnecka_Negen_2019,674,English,47,NA
Sarnecka_Negen_2019,674,English,48,NA
Sarnecka_Negen_2019,674,English,49,NA
Sarnecka_Negen_2019,675,English,32,NA
Sarnecka_Negen_2019,676,English,28,NA
Sarnecka_Negen_2019,678,English,51,NA
Sarnecka_Negen_2019,678,English,52,NA
Sarnecka_Negen_2019,678,English,53,NA
Sarnecka_Negen_2019,678,English,54,NA
Sarnecka_Negen_2019,678,English,55,NA
Sarnecka_Negen_2019,679,English,42,NA
Sarnecka_Negen_2019,679,English,43,NA
Sarnecka_Negen_2019,679,English,45,NA
Sarnecka_Negen_2019,679,English,46,NA
Sarnecka_Negen_2019,680,English,36,NA
Sarnecka_Negen_2019,680,English,37,NA
Sarnecka_Negen_2019,680,English,38,NA
Sarnecka_Negen_2019,680,English,39,NA
Sarnecka_Negen_2019,680,English,40,NA
Sarnecka_Negen_2019,690,English,41,NA
Sarnecka_Negen_2019,690,English,43,NA
Sarnecka_Negen_2019,690,English,44,NA
Sarnecka_Negen_2019,698,English,42,NA
Sarnecka_Negen_2019,698,English,43,NA
Sarnecka_Negen_2019,699,English,48,NA
Sarnecka_Negen_2019,699,English,49,NA
Sarnecka_Negen_2019,701,English,49,NA
Sarnecka_Negen_2019,701,English,50,NA
Sarnecka_Negen_2019,701,English,51,NA
Sarnecka_Negen_2019,713,English,54,NA
Sarnecka_Negen_2019,713,English,55,NA
Sarnecka_Negen_2019,713,English,56,NA
Sarnecka_Negen_2019,727,English,57,NA
Krajcsi2018,1,Hungarian,49,NA
Krajcsi2018,2,Hungarian,42,NA
Krajcsi2018,3,Hungarian,51,NA
Krajcsi2018,4,Hungarian,51,NA
Krajcsi2018,5,Hungarian,50,NA
Krajcsi2018,6,Hungarian,59,NA
Krajcsi2018,7,Hungarian,52,NA
Krajcsi2018,8,Hungarian,48,NA
Krajcsi2018,9,Hungarian,47,NA
Krajcsi2018,10,Hungarian,41,NA
Krajcsi2018,11,Hungarian,55,NA
Krajcsi2018,12,Hungarian,50,NA
Krajcsi2018,13,Hungarian,52,NA
Krajcsi2018,14,Hungarian,57,NA
Krajcsi2018,15,Hungarian,52,NA
Krajcsi2018,16,Hungarian,59,NA
Krajcsi2018,17,Hungarian,54,NA
Krajcsi2018,18,Hungarian,50,NA
Krajcsi2018,19,Hungarian,43,NA
Krajcsi2018,20,Hungarian,42,NA
Krajcsi2018,21,Hungarian,45,NA
Krajcsi2018,22,Hungarian,43,NA
Krajcsi2018,23,Hungarian,45,NA
Krajcsi2018,24,Hungarian,41,NA
Krajcsi2018,25,Hungarian,49,NA
Krajcsi2018,26,Hungarian,45,NA
Krajcsi2018,27,Hungarian,39,NA
Krajcsi2018,28,Hungarian,56,NA
Krajcsi2018,29,Hungarian,55,NA
Krajcsi2018,30,Hungarian,60,NA
Krajcsi2018,31,Hungarian,50,NA
Krajcsi2018,32,Hungarian,48,NA
Krajcsi2018,33,Hungarian,45,NA
Krajcsi2018,34,Hungarian,49,NA
Krajcsi2018,35,Hungarian,39,NA
Krajcsi2018,36,Hungarian,51,NA
Krajcsi2018,37,Hungarian,49,NA
Krajcsi2018,38,Hungarian,44,NA
Krajcsi2018,39,Hungarian,48,NA
Krajcsi2018,40,Hungarian,42,NA
Krajcsi2018,41,Hungarian,45,NA
Krajcsi2018,42,Hungarian,41,NA
Krajcsi2018,43,Hungarian,52,NA
Krajcsi2018,44,Hungarian,48,NA
Krajcsi2018,45,Hungarian,50,NA
Krajcsi2018,46,Hungarian,43,NA
Krajcsi2018,47,Hungarian,44,NA
Krajcsi2018,48,Hungarian,43,NA
Krajcsi2018,49,Hungarian,48,NA
Krajcsi2018,50,Hungarian,46,NA
Krajcsi2018,51,Hungarian,42,NA
Krajcsi2018,52,Hungarian,57,NA
Krajcsi2018,53,Hungarian,41,NA
Krajcsi2018,54,Hungarian,37,NA
Krajcsi2018,55,Hungarian,49,NA
Krajcsi2018,56,Hungarian,43,NA
Krajcsi2018,57,Hungarian,36,NA
Krajcsi2018,58,Hungarian,44,NA
Krajcsi2018,59,Hungarian,41,NA
Krajcsi2018,60,Hungarian,49,NA
Krajcsi2018,61,Hungarian,48,NA
Krajcsi2018,62,Hungarian,48,NA
Krajcsi2018,63,Hungarian,40,NA
Krajcsi2018,64,Hungarian,49,NA
Krajcsi2018,65,Hungarian,45,NA
Krajcsi2018,66,Hungarian,41,NA
Krajcsi2018,67,Hungarian,42,NA
Krajcsi2018,68,Hungarian,40,NA
Krajcsi2018,69,Hungarian,43,NA
Krajcsi2018,70,Hungarian,45,NA
Krajcsi2018,71,Hungarian,39,NA
Krajcsi2018,72,Hungarian,40,NA
Krajcsi2018,73,Hungarian,43,NA
Krajcsi2018,74,Hungarian,43,NA
Krajcsi2018,1002,Hungarian,58,NA
Krajcsi2018,1005,Hungarian,53,NA
Krajcsi2018,1008,Hungarian,45,NA
Krajcsi2018,1011,Hungarian,51,NA
Krajcsi2018,1014,Hungarian,52,NA
Krajcsi2018,1017,Hungarian,48,NA
Krajcsi2018,1020,Hungarian,44,NA
Krajcsi2018,1023,Hungarian,40,NA
Krajcsi2018,1026,Hungarian,59,NA
Krajcsi2018,1029,Hungarian,72,NA
Krajcsi2018,1032,Hungarian,71,NA
Krajcsi2018,1036,Hungarian,67,NA
Krajcsi2018,1038,Hungarian,62,NA
Krajcsi2018,1041,Hungarian,73,NA
Krajcsi2018,1045,Hungarian,52,NA
Krajcsi2018,1048,Hungarian,51,NA
Krajcsi2018,1050,Hungarian,53,NA
Krajcsi2018,1054,Hungarian,51,NA
Krajcsi2018,1057,Hungarian,55,NA
Krajcsi2018,1060,Hungarian,59,NA
Krajcsi2018,1062,Hungarian,45,NA
Krajcsi2018,1067,Hungarian,47,NA
Krajcsi2018,1069,Hungarian,54,NA
Krajcsi2018,1071,Hungarian,47,NA
Krajcsi2018,1072,Hungarian,46,NA
Krajcsi2018,1077,Hungarian,58,NA
Krajcsi2018,1081,Hungarian,54,NA
Krajcsi2018,1084,Hungarian,46,NA
Krajcsi2018,1086,Hungarian,43,NA
Krajcsi2018,1087,Hungarian,54,NA
Krajcsi2018,1092,Hungarian,54,NA
Krajcsi2018,1094,Hungarian,52,NA
Krajcsi2018,1097,Hungarian,56,NA
Krajcsi2018,1100,Hungarian,53,NA
Krajcsi2018,1103,Hungarian,49,NA
Krajcsi2018,1106,Hungarian,48,NA
Krajcsi2018,1109,Hungarian,54,NA
Krajcsi2018,1112,Hungarian,46,NA
Krajcsi2018,1115,Hungarian,57,NA
Krajcsi2018,1118,Hungarian,59,NA
Krajcsi2018,1121,Hungarian,50,NA
Krajcsi2018,1124,Hungarian,43,NA
Krajcsi2018,1127,Hungarian,57,NA
Krajcsi2018,1130,Hungarian,44,NA
Krajcsi2018,1133,Hungarian,44,NA
Krajcsi2018,1136,Hungarian,51,NA
Krajcsi2018,1139,Hungarian,52,NA
Krajcsi2018,1142,Hungarian,55,NA
Krajcsi2018,1145,Hungarian,51,NA
Krajcsi2018,1148,Hungarian,46,NA
Krajcsi2018,1151,Hungarian,47,NA
Krajcsi2018,1154,Hungarian,47,NA
Krajcsi2018,1157,Hungarian,54,NA
Krajcsi2018,1160,Hungarian,60,NA
Krajcsi2018,1163,Hungarian,47,NA
Krajcsi2018,1166,Hungarian,45,NA
Krajcsi2018,1169,Hungarian,55,NA
Krajcsi2018,1172,Hungarian,46,NA
Krajcsi2018,1175,Hungarian,46,NA
Krajcsi2018,1178,Hungarian,47,NA
Krajcsi2018,1181,Hungarian,48,NA
Krajcsi2018,1184,Hungarian,52,NA
Krajcsi2018,1187,Hungarian,42,NA
Krajcsi2018,1190,Hungarian,48,NA
Krajcsi2018,1193,Hungarian,44,NA
Krajcsi2018,1196,Hungarian,42,NA
Krajcsi2018,1199,Hungarian,45,NA
Krajcsi2018,1202,Hungarian,44,NA
Krajcsi2018,1205,Hungarian,38,NA
Krajcsi2018,1208,Hungarian,51,NA
Krajcsi2018,1211,Hungarian,38,NA
Krajcsi2018,1214,Hungarian,41,NA
Krajcsi2018,1217,Hungarian,41,NA
Krajcsi2018,1220,Hungarian,46,NA
Krajcsi2018,1223,Hungarian,48,NA
Krajcsi2018,1226,Hungarian,54,NA
Krajcsi2018,1229,Hungarian,37,NA
Boni_Unpublished_ordered,1,Tsimane,108,NA
Boni_Unpublished_ordered,2,Tsimane,72,NA
Boni_Unpublished_ordered,3,Tsimane,60,NA
Boni_Unpublished_ordered,4,Tsimane,72,NA
Boni_Unpublished_ordered,5,Tsimane,60,NA
Boni_Unpublished_ordered,8,Tsimane,48,NA
Boni_Unpublished_ordered,9,Tsimane,48,NA
Boni_Unpublished_ordered,10,Tsimane,72,NA
Boni_Unpublished_ordered,11,Tsimane,84,NA
Boni_Unpublished_ordered,12,Tsimane,96,NA
Boni_Unpublished_ordered,13,Tsimane,72,NA
Boni_Unpublished_ordered,14,Tsimane,84,NA
Boni_Unpublished_ordered,15,Tsimane,84,NA
Boni_Unpublished_ordered,17,Tsimane,84,NA
Boni_Unpublished_ordered,18,Tsimane,84,NA
Boni_Unpublished_ordered,19,Tsimane,72,NA
Boni_Unpublished_ordered,20,Tsimane,48,NA
Boni_Unpublished_ordered,21,Tsimane,84,NA
Boni_Unpublished_ordered,22,Tsimane,96,NA
Boni_Unpublished_ordered,25,Tsimane,72,NA
Boni_Unpublished_ordered,27,Tsimane,60,NA
Boni_Unpublished_ordered,28,Tsimane,72,NA
Boni_Unpublished_ordered,29,Tsimane,72,NA
Boni_Unpublished_ordered,30,Tsimane,72,NA
Boni_Unpublished_ordered,31,Tsimane,84,NA
Boni_Unpublished_ordered,32,Tsimane,96,NA
Boni_Unpublished_ordered,33,Tsimane,84,NA
Boni_Unpublished_ordered,34,Tsimane,84,NA
Boni_Unpublished_ordered,35,Tsimane,84,NA
Boni_Unpublished_ordered,36,Tsimane,96,NA
Boni_Unpublished_ordered,37,Tsimane,96,NA
Boni_Unpublished_ordered,38,Tsimane,72,NA
Boni_Unpublished_ordered,39,Tsimane,84,NA
Boni_Unpublished_ordered,40,Tsimane,96,NA
Boni_Unpublished_ordered,41,Tsimane,72,NA
Boni_Unpublished_ordered,42,Tsimane,96,NA
Boni_Unpublished_ordered,43,Tsimane,96,NA
Boni_Unpublished_ordered,44,Tsimane,84,NA
Boni_Unpublished_ordered,45,Tsimane,60,NA
Boni_Unpublished_ordered,46,Tsimane,96,NA
Boni_Unpublished_ordered,47,Tsimane,96,NA
Boni_Unpublished_ordered,48,Tsimane,84,NA
Boni_Unpublished_ordered,49,Tsimane,84,NA
Boni_Unpublished_ordered,50,Tsimane,96,NA
Boni_Unpublished_ordered,52,Tsimane,48,NA
Boni_Unpublished_ordered,53,Tsimane,72,NA
Boni_Unpublished_ordered,55,Tsimane,72,NA
Boni_Unpublished_ordered,56,Tsimane,72,NA
Boni_Unpublished_ordered,57,Tsimane,72,NA
Boni_Unpublished_ordered,58,Tsimane,60,NA
Boni_Unpublished_ordered,59,Tsimane,96,NA
Boni_Unpublished_ordered,60,Tsimane,84,NA
Boni_Unpublished_ordered,61,Tsimane,60,NA
Boni_Unpublished_ordered,62,Tsimane,84,NA
Boni_Unpublished_ordered,63,Tsimane,84,NA
Boni_Unpublished_ordered,64,Tsimane,96,NA
Boni_Unpublished_ordered,65,Tsimane,48,NA
Boni_Unpublished_ordered,66,Tsimane,60,NA
Boni_Unpublished_ordered,67,Tsimane,96,NA
Boni_Unpublished_ordered,69,Tsimane,96,NA
Boni_Unpublished_ordered,70,Tsimane,84,NA
Boni_Unpublished_ordered,71,Tsimane,84,NA
Boni_Unpublished_ordered,73,Tsimane,84,NA
Boni_Unpublished_ordered,74,Tsimane,72,NA
Boni_Unpublished_ordered,75,Tsimane,96,NA
Boni_Unpublished_ordered,76,Tsimane,84,NA
Boni_Unpublished_ordered,77,Tsimane,84,NA
Boni_Unpublished_ordered,81,Tsimane,96,NA
Boni_Unpublished_ordered,82,Tsimane,96,NA
Boni_Unpublished_ordered,83,Tsimane,72,NA
Boni_Unpublished_ordered,88,Tsimane,72,NA
Boni_Unpublished_ordered,89,Tsimane,96,NA
Boni_Unpublished_ordered,90,Tsimane,96,NA
Boni_Unpublished_ordered,91,Tsimane,84,NA
