SID,Age,Sex,Language,Knower_level,Task,Trial_number,Task_item,Response,cite
120519-WD,4.783025325,M,English,CP,Give_N,1,1,1,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,2,2,2,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,3,3,3,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,4,4,4,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,5,5,5,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,6,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,7,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,8,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,9,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,10,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,11,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,12,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,13,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,14,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-WD,4.783025325,M,English,CP,Give_N,15,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,7,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,8,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,9,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,10,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,11,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,12,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,13,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,14,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-MN,4.681724846,F,English,CP,Give_N,15,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,1,1,1,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,2,2,2,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,3,3,3,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,4,4,4,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,5,5,5,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,6,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,7,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,8,6,6,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,9,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,10,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
120519-AY,4.45174538,F,English,CP,Give_N,11,Enter Number!,,"Schneider, R.M, Yen, A., & Barner, D. (unpublished dataset)."
