SID,Age,Sex,Language,Knower_level,Task,Trial_number,Task_item,Response,cite
one-one_4,4.101300479,M,English,CP,Give_N,1,3,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,2,4,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,3,5,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,4,6,6,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,5,9,9,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,6,7,8,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,7,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,8,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,9,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,10,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,11,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,12,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,13,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,14,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_4,4.101300479,M,English,CP,Give_N,15,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,1,3,3,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,2,4,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,3,5,6,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,4,4,4,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,5,5,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,6,6,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,7,5,5,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,8,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,9,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
one-one_7,3.920602327,M,English,4,Give_N,10,NA,NA,"Schneider, R.M., Brockbank, E., Feiman, R., & Barner, D. (under review). Counting and the ontogenetic origins of exact equality. "
